题目ID,原GPT裁定档,修订后主标签,可接受等级,复核状态,修订后置信度,教师标准档,初次盲评档,复核依据,复核证据来源,题干,选项,官方解析,题目图片URL,解析图片URL,结构_步骤,结构_题型,结构_状态,结构_约束,结构_实验,结构_图表,结构_推理
2141164807562014720,基础题,基础题,基础题,保留原GPT裁定,高,基础题,中等题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图，两个同样的导线环同轴平行悬挂，相隔一小段距离，当同时给两导线环通以同向电流时，两导线环将$(\qquad)$ $ $,A. 吸引 B. 排斥 C. 保持静止 D. 边吸引边转动,"$\color{red}{\large注意讲解的时候,利用右手螺旋定则,判断环形电流的磁场方向之后,将环形磁场想象成小磁针,则本题就变成了研究两个小磁针之间的方向.}$ $ $ $ $$2$个导线环通电后都会产生磁场．根据安培定则，两环均为左侧$\ce{N}$极，右侧$\ce{S}$极．异名磁极相互吸引．",https://k12static.xdf.cn/k12/image/externalized/8807612e-79ef-46a5-b3dd-5fe89c8dcee1.png,https://k12static.xdf.cn/k12/image/externalized/b32e2aa7-509e-48be-8f4c-29b19e0e7035.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2141171782236581888,中等题,中等题,中等题,逐题复核后保留GPT裁定,高,送分题,中等题,需要围绕力学模型、运动/受力与能量关系完成常规的3—4个有效决策，或完成一套完整标准实验/共享过程分析。关系仍显性、方法常规，没有决定性隐含转换、复杂边界筛选或多状态强耦合。,三次运行错题并集逐题复核,关于摩擦力，下列说法中正确的是$(\qquad)$,A. 摩擦力的方向与物体的运动方向相反 B. 摩擦力的方向不可能与物体的运动方向垂直 C. 运动的物体可以受静摩擦力作用，静止的物体也可以受摩擦力作用 D. 静摩擦力可以是动力，也可是阻力，动摩擦力一定是阻力,AB．摩擦力总是阻碍物体之间的相对运动，其方向和相对运动或相对运动趋势方向相反，和运动方向可能相同，也可能成一定夹角，比如：正在加速行驶的车厢内壁贴着一物体，故 AB 错误； C．运动的物体可以受静摩擦力作用，静止的物体也可以受动摩擦力作用，比如：正在沿着传送带斜向上运动的物体，所以 C 是正确的； D．静摩擦力可以是动力，也可以是阻力，动摩擦力不一定是阻力，故 D 错误． 所以 C 选项是正确的．,https://k12static.xdf.cn/k12/image/externalized/0bd48baf-893a-4f03-b6e1-968e3d2d8887.png,https://k12static.xdf.cn/k12/image/externalized/720ee0ab-17fb-4e40-9ee1-bc6186c81d02.png,1-2步,概念判断,单状态,无约束,无,无,多层因果推理
2141300101481312256,中等题,中等题,中等题,逐题复核后保留GPT裁定,高,基础题,中等题,存在约3—4步常规连续分析、共享过程或完整标准实验任务，关系仍显性。 题目证据：最长连续链包含3个有效物理决策，分别对应三种光学元件的光路偏折特点分析。五维锚定：知识量2-3个同模块知识点，过程为分别识别三种元件的偏折效果，无数学运算，情境为常规光路变式，思维层次为常规分析，符合中等题定位。任务要求分别判断三种光学元件能否实现给定偏折，需要逐一结合各自的光学规律分析，不存在决定性转换或全链耦合。,三次运行错题并集逐题复核,要使光线发生如图所示的偏折，下面的光学元件中可以实现的有$(\qquad)$ ① 平面镜；② 凸透镜；③ 凹透镜．,A. ①②③ B. ①② C. ①③ D. ②③,从下面的光路图可以看出，凸透镜、凹透镜和平面镜都可使光的方向发生图中的改变．如图所示： 故选 A,https://k12static.xdf.cn/k12/image/externalized/df42fcff-5f08-4b0d-94e7-0be5ba4fe8d0.png,https://k12static.xdf.cn/k12/image/externalized/e7dad5f1-2bb2-40a4-9559-ebce67eb6b45.png,3-5步,光学声学综合,单状态,无约束,无,无,多层因果推理
2141409591757189120,中等题,中等题,中等题,保留原GPT裁定,高,基础题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=实验探究，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图甲、乙所示：,,,https://k12static.xdf.cn/k12/image/externalized/6720798f-2f12-414d-94b4-799bb09759c5.png,https://k12static.xdf.cn/k12/image/externalized/32d9a087-22d3-4b66-bb2d-5623f0b4ebb7.png,3-5步,实验探究,单状态,无约束,基础操作或读数,无,多层因果推理
2141469617179930624,基础题,基础题,基础题,保留原GPT裁定,中,基础题,送分题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图所示是一种手腕上佩戴的“计步器”，其构造是在一段塑料管中密封一小块磁铁，管外缠绕着线圈．运动时，磁铁在管中反复运动，线圈的输出电流随之不停地变化，显示出运动的步数．“计步器”的基本原理与下列哪幅图相同$(\qquad)$,,根据“计步器”的特点可知，当塑料管运动时，磁铁在管中反向运动，切割线圈而产生电流．因此，计步器的基本原理是电磁感应，产生电流的过程中将机械能转化为电能． A．如图反映电流周围存在着磁场，故 A 错误． BC．如图电路中没有电源，当闭合开关，闭合电路的一部分导体在磁场中进行切割磁感线运动时，导体中有感应电流产生，这是电磁感应选项．故 BC 正确． D．如图电路中有电源，是通电线圈在磁场中受力运动，故 D 错误．,https://k12static.xdf.cn/k12/image/externalized/2c5e95cf-9d23-46f9-9e0d-2d03f0f8e1a4.png,https://k12static.xdf.cn/k12/image/externalized/aea689b6-1ed4-4fc1-8ca1-62f5e44f9892.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2154488684302950400,中等题,中等题,中等题,保留原GPT裁定,高,拔高题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=热学综合，状态=双状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,"A,B两物体质量相等，温度均为20℃，甲、乙两杯水质量相等，温度均为60℃。现将A放入甲杯，B放入乙杯。甲杯中水和A温度相同时水温降低了10℃，乙杯中水和B温度相同时水温降低了20℃，不考虑热损失，则 A、B两物体的比热容之比为（ ）",A. 1：3 B. 3：5 C. 1：2 D. 4：9,解：物体A放入甲杯水后，它们的共同温度为60℃﹣10℃＝50℃，水放出的热量$Q _ { \text{放} } = c _ { \text{水} } m _ { \text{水} } \Delta t _ { \text{水} } $A吸收的热量$Q _ { \text{吸} } = c _ A m _ A \Delta t _ A $根据热平衡方程$\text{Q} _ { \text{放} } = \text{Q} _ { \text{吸} } $$c _ { \text{水} } m _ { \text{水} } \Delta t _ { \text{水} } = c _ A m _ A \Delta t _ t $，代入相关数据得：$c _ { \text{水} } \text{m} _ { \text{水} } \times 1 0 ℃ = \text{c} _ { \text{A} \text{m} _ { \text{A} } } \times \left( 5 0 ℃ - 2 0 ℃ \right) $$c _ A = \frac 1 3 \times \frac { c _ { \text{水} } m _ { \text{水} } } { m _ A } $物体B放入乙杯水后，它们的共同温度为60℃﹣20℃＝40℃，水放出的热量 $Q _ { \text{放} } = c _ { \text{水} } m _ { \text{水} } \Delta t _ { \text{水} } $B 吸收的热量 $Q _ { \text{吸} } = c _ B m _ B \Delta t _ B $，根据热平衡方程：$Q _ { \text{放} } = Q _ { \text{吸} } $，即$c _ { \text{水} } m _ { \text{水} } \Delta t _ { \text{水} } = c _ B m _ B \Delta t _ B $，代入相关数据得：$c _ { \text{水} } m _ { \text{水} } \times 2 0 ℃ = c _ B m _ B \times \left( 4 0 ℃ - 2 0 ℃ \right) ℃ $$c _ B = \frac { c _ { \text{水} } m _ { \text{水} } } { m _ B } $A、B 两物体质量相等，即 $m _ A = m _ B $，则A、B两物体的比热容之比为：$\frac { c _ A } { c _ B } = \frac { \frac 1 3 \times \frac { c _ { \text{水} \text{水} \text{水} } } { { c _ A } } } { \frac { { c _ { \text{水} _ A \text{水} } } } { { { m _ B } } } } = \frac 1 1 = 1 : 3 $,https://k12static.xdf.cn/k12/image/externalized/958b63fd-7ee9-4583-9cfc-c7604ab4335a.png,https://k12static.xdf.cn/k12/image/externalized/864c973a-14f6-4da2-94ce-02ab6af8ff78.png,3-5步,热学综合,双状态,单一约束,无,无,多层因果推理
2216307461340061696,拔高题,拔高题,拔高题,逐题复核后保留GPT裁定,高,拔高题,拔高题,最高难任务在标准实验流程、读数与数据归纳中包含图线反推、状态转换、误差评价、几何/等效转换、方程联立或参数反求等决定性卡点，整体约5—6个有效决策；尚未形成压轴所需的完整复杂约束网络。,三次运行错题并集逐题复核,图甲所示的实验装置中，烧杯中装有水，试管中装有某种液体，加热一定时间后，根据实验数据绘制出温度计示数随时间变化的图象，如图乙所示，若实验在1标准大气压下进行，分析图象可知（ ）,A. 液体的沸点可能低于100℃，且此时正在沸腾 B. 液体的沸点可能等于100℃，且此时是否沸腾无法判断 C. 液体的沸点不低于100℃，且此时没有沸腾 D. 液体的沸点一定大于100℃，且此时没有沸腾,解：由图可知，液体是利用水浴法加热，在1标准大气压下，水的沸点是100℃，水沸腾时，吸收热量，温度保持不变，而此时温度计的温度保持在100℃，说明液体的沸点不低于100℃， 因为液体沸腾的条件是达到沸点，吸收热量，如果液体的沸点低于100℃，则温度计的示数不可能达到100℃； 液体的温度和水的温度相同，不能再从水中吸收热量，所以此时水没有沸腾。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/7b063df1-d0aa-4c98-9ecf-b004d044ba36.png,https://k12static.xdf.cn/k12/image/externalized/865cb886-5757-47ef-90db-07dede4f1e35.png,3-5步,概念判断,单状态,单一约束,无,多组比较归纳,多层因果推理
2222300708677566464,中等题,中等题,中等题,保留原GPT裁定,高,中等题,拔高题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=单状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图所示，将A、B两个杯子放入水槽中，A杯倒扣入水中，B杯内有水，然后对水槽加热，下列说法正确的是（ ）,A. A不能沸腾，B能沸腾 B. A能沸腾，B不能沸腾 C. A能沸腾，B也能沸腾 D. A不能沸腾，B也不能沸腾,解：A中水汽化成水蒸气，水蒸气增多，气压增大，水的沸点升高，水温不能达到沸点，所以A杯中水不能沸腾；B杯中水温能达到沸点，但不能继续吸热，所以B杯中水不能沸腾，故D正确。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/5de70566-8fbb-4b0b-855b-3eae445b61ab.png,https://k12static.xdf.cn/k12/image/externalized/e76b578c-6a6b-418b-8ac9-8c036a43c17f.png,3-5步,概念判断,单状态,单一约束,无,无,多层因果推理
2234555167131799552,中等题,中等题,中等题,保留原GPT裁定,高,基础题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=电路综合，状态=单状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图所示，电源电压不变，闭合开关S，当滑动变阻器滑片P向右移动时（ ）,A. 电流表A1示数变小，电压表V示数变小 B. 电流表A2示数变大，电压表V示数变大 C. 电压表V示数与电流表A1示数比值不变 D. 电压表V示数与电流表A2示数比值不变,解：由图知，滑动变阻器R2与电阻R1并联，电流表A1测量电阻R1的电流，电流表A2测量电路总电流，电压表测电源的电压； A、并联电路各支路两端的电压等于电源电压，当滑动变阻器滑片P向右移动时，其电阻变大，但电压表的示数不变；由于定值电阻的阻值和两端电压不变，所以A1的示数不变，A错误； B、滑片向右滑动，变阻器的阻值变大，这条支路的电流变小，通过定值电阻的电流不变，则通过干路中的电流变小，B错误； C、电压表与电流表A1的比值是定值电阻的阻值，其阻值不变，所以电压表与A1的示数比值不变，C正确； D、电压表的示数不变，由B分析知，A2的示数变小，所以电压表与A2的比值变大，D错误。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/0c42733b-200a-4ea1-bbbf-d6c0317361bd.png,https://k12static.xdf.cn/k12/image/externalized/717c770b-1d69-48f4-849a-b1a0c0d446b9.png,3-5步,电路综合,单状态,单一约束,无,无,多层因果推理
2242799707082452992,基础题,基础题,基础题,逐题复核后保留GPT裁定,中,基础题,中等题,最高难任务为1—2步显性应用、规范操作或简单因果，没有连续模型转换。 题目证据：最高难选项实际有效推理约1-2步，为不同实验操作规范的独立辨析，五维锚定后落在基础/中等区间。各选项分别对应长度测量、累积法测厚度、平均速度测量、特殊方法测周长四个不同实验的操作规范，需要逐一判断操作的合理性，没有复杂推理或建模，但要求区分不同操作的规范边界。,三次运行错题并集逐题复核,下面实验中使用的测量方法，正确的是（ ）,A. 多次测量长度求平均值的方法减小实验误差时，平均值的取值可以任意四舍五入 B. 用累积法测量一张纸的厚度时，可以用纸的总厚度除以纸的页数 C. 测小车从斜面顶端滑到底端的平均速度时，可以测出前半段和后半段路程的平均速度，然后相加除以2 D. 测量圆柱体的周长时，将纸带沿着周长缠上一圈在重叠处戳个小孔，展开后，测出两个小孔之间的距离即可,解：A、多次测量长度求平均值的方法减小实验误差时，平均值的取值应根据实际要求四舍五入，故A错误； B、用累积法测量一张纸的厚度时，可以用纸的总厚度除以纸的张数，故B错误； C、测小车从斜面顶端滑到底端的平均速度时，应该用总路程除以总时间，故C错误； D、测量圆柱体的周长时，将纸带沿着周长缠上一圈在重叠处戳个小孔，展开后，测出两个小孔之间的距离即可，故D正确。 故选D。,https://k12static.xdf.cn/k12/image/externalized/3aadb47b-7bec-4c2b-bb0d-b64fb8d2b201.png,https://k12static.xdf.cn/k12/image/externalized/eebbdefa-6881-418a-a724-967844f54ea5.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
