题目ID,最终裁定档,裁定置信度,教师标准档,裁定结果,裁定方式,具体裁定原因,教师分析疑点
3204807028348055552,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2749976313373171712,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2312162875422040064,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2584777513495171072,拔高题,高,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、图表要求达到“图像反推或外推”、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2457009190530240512,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3537461224466554880,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2292109347317379072,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。,
2139835289483481088,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2490531852398977024,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2291762786473623552,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3652178273465356288,拔高题,中,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及多状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
2533857055187423232,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2490547233079513088,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、图表要求达到“直接读数”、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2355955293326233600,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2972149714976505856,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电学综合、涉及双状态、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2437027317649530880,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2232306140579405824,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3022225340690878464,拔高题,高,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为电路综合、涉及双状态、含多约束、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2484856140146769920,拔高题,中,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为力学综合、涉及多状态、含单一约束、图表要求达到“多组比较归纳”、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：各独立判断分裂，先取五方中位档。,
3659091629518635008,中等题,中,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为跨模块综合、实验要求达到“基础操作或读数”、推理为简单因果推理，与中等题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
